Hashing	maps	1	0.0	0.99	2	4	0
h	l	0	0.08	0.91	4	4	0
where	w	0	0.33	0.99	4	4	0
M	is	0	0.09	0.97	1	4	0
l	is	5	0.02	0.98	4	4	0
G	=	0	0.13	0.94	1	3	0
Note	that,	0	0.0	0.99	2	3	0
i	,	0	0.33	0.9	1	3	0
j	)	0	0.0	0.9	4	3	0
a	or	0	0.0	0.86	4	4	0
r	corresponds	0	0.0	0.92	4	4	0
i	,	2	0.05	0.95	1	3	0
$$$	95	0	0.0	0.99	5	4	0
Algorithm	1:	0	0.0	0.99	2	3	0
xxx	0	0	0.0	0	0	0	0
for	each	0	0.09	0.82	4	4	0
f	f	0	0.0	0.68	4	4	0
f	;	0	0.0	0.68	4	3	0
f,c	f,c	1	0.0	0.73	3	3	0
maximize	the	0	0.0	0.99	4	4	0
J(w)	=	0	0.0	0.85	2	3	0
$$$	L	0	0.0	0.63	5	1	0
$$$	l=1	0	0.0	0.63	5	3	0
$$$	{	0	0.0	0.91	5	3	0
(xi,xj	)a	0	0.0	0.74	3	3	0
(xi,xj	)r	0	0.0	0.74	3	3	0
$$$	}	0	0.0	0.91	5	3	0
+	1	0	0.0	0.72	3	1	0
l=1	H(	0	0.0	0.77	3	2	0
$$$	(7)	0	0.0	0.91	5	3	0
where	N	0	0.0	0.99	4	1	0
p	=	0	0.0	0.9	4	3	0
a	|	0	0.0	0.92	4	3	0
r	|	6	0.0	0.98	4	3	0
L(w)	=	0	0.0	0.85	2	3	0
$$$	L	0	0.0	0.63	5	1	0
$$$	l=1	0	0.0	0.63	5	3	0
$$$	{	0	0.0	0.91	5	3	0
(G	i	0	0.14	0.67	3	1	0
(G	i	0	0.14	0.67	3	1	0
+	1	0	0.0	0.82	3	1	0
$$$	L	0	0.0	0.63	5	1	0
$$$	l=1	0	0.0	0.63	5	3	0
{	u	0	0.0	0.77	3	4	0
$$$	i=1	0	0.0	0.63	5	3	0
2	(w	0	0.13	0.77	1	3	0
$$$	i=u+1	0	0.0	0.63	5	3	0
2	(w	0	0.17	0.77	1	3	0
2	2	0	0.0	0.74	1	1	0
$$$	(8)	0	0.0	0.91	5	3	0
where	g	0	0.5	0.99	4	4	0
i,l	and	0	0.33	0.9	3	4	0
i,l	denote	0	0.14	0.95	3	4	0
i	and	0	0.33	0.9	1	4	0
i	respectively,	0	0.0	0.97	1	3	0
(t)	=	1	0.0	0.82	3	3	0
$$$	(9)	0	0.0	0.91	5	3	0
This	relaxation	1	0.0	0.99	2	4	0
the	similar	7	0.0	0.99	4	4	0
L(w)	w	0	0.0	0.86	2	4	0
$$$	L	0	0.0	0.63	5	1	0
$$$	l=1	0	0.0	0.63	5	3	0
$$$	{	0	0.0	0.91	5	3	0
(G	i	0	0.15	0.52	3	1	0
(w	T	0	0.29	0.79	3	1	0
+	(G	0	0.14	0.54	3	3	0
(w	T	0	0.29	0.79	3	1	0
$$$	}	0	0.0	0.91	5	3	0
$$$	(10)	0	0.0	0.91	5	3	0
+	1	0	0.0	0.82	3	1	0
$$$	L	0	0.0	0.63	5	1	0
$$$	l=1	0	0.0	0.63	5	3	0
{	u	0	0.0	0.77	3	4	0
i	=	0	0.11	0.52	1	3	0
(w	T	0	0.29	0.79	3	1	0
+	N	0	0.0	0.77	3	1	0
i	=	0	0.09	0.53	1	3	0
(w	T	0	0.29	0.79	3	1	0
$$$	}	0	0.0	0.91	5	3	0
2	w	0	0.5	0.77	1	4	0
Note	that	0	0.0	0.97	2	4	0
3.3	Fingerprint	0	0.0	0.99	1	2	0
When	we	8	0.02	0.99	2	4	0
4	http://www.burtleburtle.net/bob/hash/doobs.html	0	0.0	0.68	1	3	0
$$$	96	0	0.0	0.99	5	4	0
Algorithm	2:	0	0.0	0.99	2	3	0
xxx	0	0	0.0	0	0	0	0
INPUT:	x	0	0.3	0.82	2	1	0
L	;	2	0.09	0.77	1	3	0
these	L	2	0.0	0.98	4	1	0
3.4	Algorithmic	0	0.0	0.99	1	2	0
This	section	0	0.0	0.99	2	4	0
3	H	1	0.0	0.98	1	1	0
J(w)	S	0	0.09	0.77	2	1	0
l=1	l	0	0.0	0.75	3	4	0
where	+	0	0.07	0.9	4	3	0
$$$	0,	0	0.0	0.99	5	3	0
ij	equals	0	0.0	0.95	4	4	0
i	,	0	0.33	0.9	1	3	0
j	)	0	0.0	0.86	4	3	0
r	otherwise	0	0.0	0.92	4	4	0
l	=	0	0.0	0.9	4	3	0
1,l	.	2	0.11	0.91	3	3	0
J(w)	S	0	0.27	0.78	2	1	0
Clearly,	Equation	4	0.0	0.97	2	2	0
through	the	0	0.0	0.99	4	4	0
(x)	=	0	0.07	0.87	3	3	0
where	r	0	0.5	0.99	4	4	0
l	R	0	0.0	0.86	4	1	0
M	,	7	0.03	0.98	1	3	0
J(W)	SSH	0	0.15	0.82	2	2	0
where	W	0	0.25	0.99	4	1	0
1	,	0	0.14	0.95	1	3	0
L	]	0	0.0	0.9	1	3	0
M	L	1	0.07	0.95	1	1	0
J(W)	SSH	0	0.27	0.83	2	2	0
where	S	0	0.5	0.99	4	1	0
+	=	0	0.33	0.9	3	3	0
+	X	0	0.5	0.86	3	1	0
T	and	0	0.5	0.95	1	4	0
T	.	3	0.0	0.98	1	3	0
(x)	=	0	0.14	0.87	3	3	0
where	R	0	0.5	0.99	4	1	0
l	=	0	0.0	0.9	4	3	0
l	)).	0	0.25	0.92	4	3	0
l	is	0	0.0	0.95	4	4	0
M	to	0	0.0	0.9	1	4	0
M	and	2	0.0	0.98	1	4	0
4	Experiments	0	0.0	1.09	1	2	0
xxx	0	0	0.0	0	0	0	0
We	use	5	0.0	0.99	2	4	0
5	The	0	0.1	0.79	1	2	0
$$$	97	0	0.0	0.99	5	4	0
24	32	0	0.0	0.21	4	4	0
0.2	0.3	0	0.0	0.21	4	4	0
0.4	0.5	0	0.0	0.21	4	4	0
$$$	Mean	0	0.0	0.22	5	2	0
$$$	Averaged	0	0.0	0.22	5	2	0
Precision	(MAP)	0	0.0	0.22	2	3	0
Number	of	0	0.0	0.22	2	4	0
S	3	0	0.0	0.16	1	1	0
$$$	(a)	0	0.0	0.82	5	3	0
24	32	0	0.0	0.21	4	4	0
$$$	Mean	0	0.0	0.22	5	2	0
$$$	Averaged	0	0.0	0.22	5	2	0
Precision	(MAP)	0	0.0	0.22	2	3	0
Number	of	0	0.0	0.22	2	4	0
S	3	0	0.0	0.16	1	1	0
$$$	(b)	0	0.0	0.82	5	3	0
Figure	1:	1	0.0	0.91	0	3	0
We	use	3	0.02	0.98	2	4	0
$$$	exp(	0	0.0	0.99	5	3	0
$$$	x	0	0.0	0.72	5	1	0
i	x	0	0.0	0.63	1	1	0
j	2	0	0.0	0.79	4	1	0
2	takes	16	0.01	0.98	1	4	0
24	32	0	0.0	0.21	4	4	0
Precision	within	0	0.0	0.22	2	4	0
Hamming	radius	0	0.0	0.22	2	4	0
Number	of	0	0.0	0.22	2	4	0
S	3	0	0.0	0.16	1	1	0
$$$	(a)	0	0.0	0.82	5	3	0
24	32	0	0.0	0.21	4	4	0
Precision	within	0	0.0	0.22	2	4	0
Hamming	radius	0	0.0	0.22	2	4	0
Number	of	0	0.0	0.22	2	4	0
S	3	0	0.0	0.16	1	1	0
$$$	(b)	0	0.0	0.82	5	3	0
Figure	2:	1	0.0	0.91	0	3	0
tuitively,	a	2	0.0	0.99	3	4	0
4.1	20	0	0.0	0.99	1	1	0
20	Newsgroups	0	0.0	0.99	1	2	0
6	contains	15	0.0	0.98	1	4	0
6	http://www.cs.cmu.edu/afs/cs/project/theo-3/www/	0	0.0	0.68	1	3	0
$$$	98	0	0.0	0.99	5	4	0
xxx	0	0	0.0	0	0	0	0
$$$	S	0	0.0	0.18	5	1	0
3	H	0	0.0	0.15	1	1	0
3	H	0	0.0	0.14	1	1	0
f	SSH	0	0.0	0.21	4	2	0
-1	10	0	0.0	0.19	3	1	0
Number	of	0	0.0	0.22	2	4	0
searched	data	0	0.0	0.22	4	4	0
Number	of	0	0.0	0.37	2	4	0
xxx	0	0	0.0	0	0	0	0
$$$	S	0	0.0	0.18	5	1	0
3	H	0	0.0	0.15	1	1	0
3	H	0	0.0	0.14	1	1	0
f	SSH	0	0.0	0.21	4	2	0
-1	10	0	0.0	0.19	3	1	0
Number	of	0	0.0	0.22	2	4	0
searched	data	0	0.0	0.22	4	4	0
Number	of	0	0.0	0.37	2	4	0
Figure	3:	1	0.0	0.91	0	3	0
(global)	information	0	0.0	0.99	3	4	0
3	H	0	0.0	0.86	1	1	0
f	,	5	0.0	0.98	4	3	0
For	hash	4	0.0	0.99	2	4	0
The	number	6	0.0	0.98	2	4	0
The	averaged	3	0.0	0.98	2	4	0
xxx	0	0	0.0	0	0	0	0
intra-class	inter-class	0	0.0	0.91	3	3	0
3	H	0	0.0	0.86	1	1	0
3	H	0	0.0	0.77	1	1	0
f	12.5754	1	0.0	0.89	4	4	0
Table	1:	2	0.0	0.91	0	3	0
10	20	0	0.0	0.42	1	1	0
10	1	0	0.0	0.36	1	1	0
10	2	0	0.0	0.36	1	1	0
10	3	0	0.0	0.36	1	1	0
Time	(sec.)	0	0.0	0.23	2	3	0
Feature	dimension	0	0.0	0.23	2	4	0
S	3	0	0.0	0.17	1	1	0
$$$	(a)	0	0.0	0.82	5	3	0
10	20	0	0.0	0.42	1	1	0
10	2	0	0.0	0.36	1	1	0
10	3	0	0.0	0.36	1	1	0
10	4	0	0.0	0.36	1	1	0
Space	(MB)	0	0.0	0.23	2	3	0
Feature	dimension	0	0.0	0.23	2	4	0
S	3	0	0.0	0.17	1	1	0
$$$	(b)	0	0.0	0.82	5	3	0
Figure	4:	1	0.0	0.91	0	3	0
the	dissimilar	5	0.0	0.99	4	4	0
4.2	Open	0	0.0	0.99	1	2	0
Open	Directory	0	0.0	0.99	2	2	0
7	is	4	0.0	0.98	1	4	0
xxx	0	0	0.0	0	0	0	0
7	http://rdf.dmoz.org/	0	0.0	0.68	1	3	0
8	The	1	0.0	0.8	1	2	0
$$$	99	0	0.0	0.99	5	4	0
1	10	0	0.0	0.22	1	1	0
$$$	0.01	0	0.0	0.22	5	4	0
$$$	0.02	0	0.0	0.22	5	4	0
$$$	0.03	0	0.0	0.22	5	4	0
$$$	0.04	0	0.0	0.22	5	4	0
$$$	Percentage	0	0.0	0.56	5	2	0
Class	size	0	0.0	0.43	2	4	0
0	20	0	0.0	0.22	4	1	0
$$$	Percentage	0	0.0	0.56	5	2	0
Document	length	0	0.0	0.43	2	4	0
Figure	5:	1	0.0	0.91	0	3	0
intra-class	inter-class	0	0.0	0.91	3	3	0
3	H	0	0.0	0.86	1	1	0
3	H	0	0.0	0.77	1	1	0
f	14.3801	0	0.0	0.88	4	4	0
Table	2:	1	0.0	0.91	0	3	0
feature	selection	0	0.0	0.99	4	4	0
9	.	12	0.0	0.98	1	3	0
xxx	0	0	0.0	0	0	0	0
9	We	2	0.0	0.81	1	2	0
24	32	0	0.0	0.22	4	4	0
$$$	0.20	0	0.0	0.22	5	4	0
$$$	0.25	0	0.0	0.22	5	4	0
$$$	0.30	0	0.0	0.22	5	4	0
$$$	0.35	0	0.0	0.22	5	4	0
$$$	Mean	0	0.0	0.23	5	2	0
$$$	Averaged	0	0.0	0.23	5	2	0
$$$	Precision	0	0.0	0.23	5	2	0
$$$	(MAP)	0	0.0	0.23	5	3	0
Number	of	0	0.0	0.23	2	4	0
S	3	0	0.0	0.15	1	1	0
$$$	(a)	0	0.0	0.82	5	3	0
24	32	0	0.0	0.22	4	4	0
Precision	within	0	0.0	0.22	2	4	0
Hamming	radius	0	0.0	0.22	2	4	0
Number	of	0	0.0	0.23	2	4	0
S	3	0	0.0	0.16	1	1	0
$$$	(b)	0	0.0	0.82	5	3	0
Figure	6:	1	0.0	0.91	0	3	0
strates	S	0	0.0	0.99	4	1	0
3	H	6	0.0	0.98	1	1	0
5	Conclusions	0	0.0	1.09	1	2	0
xxx	0	0	0.0	0	0	0	0
We	have	0	0.0	0.99	2	4	0
3	H)	5	0.0	0.98	1	1	0
6	Acknowledgements	0	0.0	1.09	1	6	0
xxx	0	0	0.0	0	0	0	0
We	thank	2	0.0	0.99	2	4	0
$$$	100	0	0.0	0.99	5	4	0
$$$	References	0	0.0	1.09	5	6	0
Christopher	J.C.	1	0.0	0.91	2	2	0
Moses	S.	1	0.0	0.91	2	1	0
Gianni	Costa,	1	0.0	0.91	2	2	0
Jeffrey	Dean	1	0.0	0.91	2	2	0
Richard	O.	1	0.0	0.91	2	1	0
George	Forman	1	0.0	0.91	2	2	0
Piotr	Indyk	1	0.0	0.91	2	2	0
Ian	Jolliffe.	0	0.0	0.91	2	2	0
Yan	Ke,	1	0.0	0.91	2	2	0
Brian	Kulis	1	0.0	0.91	2	2	0
Brian	Kulis,	1	0.0	0.91	2	2	0
Dong	C.	1	0.0	0.91	2	1	0
Mathematical	programming,	0	0.0	0.91	2	3	0
Omid	Madani,	1	0.0	0.91	2	2	0
Gurmeet	Singh	1	0.0	0.91	2	2	0
Christopher	D.	1	0.0	0.91	2	1	0
Yadong	Mu,	1	0.0	0.91	2	2	0
Ruslan	Salakhutdinov	1	0.0	0.91	2	2	0
Bernhard	Sch 	1	0.0	0.91	2	2	0
Lloyd	N.	0	0.0	0.91	2	1	0
Xiaojun	Wan,	1	0.0	0.91	2	2	0
Jun	Wang,	1	0.0	0.91	2	2	0
Jun	Wang,	1	0.0	0.91	2	2	0
Yair	Weiss,	1	0.0	0.91	2	2	0
$$$	101	0	0.0	0.99	5	4	0
