j	)	0.98	663.805	0	0
a	and	0.86	701.935	0	0
r	and	0.86	701.935	0	0
$$$	95	0.99	727.223	0	0
Algorithm	1:	0.99	63.7414	0	0
x	x	0	0	0	0
for	each	0.82	79.7349	0	0
f	f	0.68	104.621	0	0
f	;	0.68	104.621	0	0
f,c	f,c	0.68	115.581	0	0
f	;	0.79	115.581	0	0
$$$	f,c	0.54	161.491	0	0
f,c	f	0.63	157.349	0	0
maximize	the	0.99	207.945	0	0
J(w)	=	0.85	248.312	0	0
$$$	L	0.63	237.936	0	0
$$$	l=1	0.63	262.366	0	0
$$$	{	0.91	231.711	0	0
(xi,xj	)a	0.74	262.756	0	0
(xi,xj	)r	0.74	300.286	0	0
$$$	}	0.91	269.241	0	0
+	1	0.72	285.842	0	0
l=1	H(	0.77	299.896	0	0
$$$	(7)	0.91	268.231	0	0
where	N	0.99	315.755	0	0
p	=	0.9	319.315	0	0
a	|	0.92	319.315	0	0
r	|	0.97	319.315	0	0
1	is	0.99	332.865	0	0
L	and	0.9	400.665	0	0
U	.	0.98	400.665	0	0
L(w)	=	0.85	482.331	0	0
$$$	L	0.63	474.496	0	0
$$$	l=1	0.63	498.936	0	0
$$$	{	0.91	482.331	0	0
(G	i	0.67	499.789	0	0
(G	i	0.67	529.269	0	0
+	1	0.82	551.572	0	0
$$$	L	0.63	541.196	0	0
$$$	l=1	0.63	565.636	0	0
{	u	0.77	549.021	0	0
i=1	2	0.75	565.406	0	0
i=u+1	2	0.75	565.406	0	0
2	2	0.74	579.626	0	0
$$$	(8)	0.91	530.751	0	0
where	g	0.99	603.615	0	0
i,l	and	0.9	607.305	0	0
i,l	denote	0.95	607.305	0	0
i	and	0.9	607.165	0	0
i	respectively,	0.97	619.125	0	0
x	x	0	0	0	0
(t)	=	0.91	655.542	0	0
g	t	0.84	647.056	0	0
g	t	0.82	647.056	0	0
g	t	0.82	659.016	0	0
g	T	0.77	659.016	0	0
g	t	0.84	670.966	0	0
g	(9)	0.77	670.966	0	0
This	relaxation	0.99	684.825	0	0
the	similar	0.99	61.3351	0	0
3	H.	0.98	154.135	0	0
a	is	0.96	219.515	0	0
r	is	0.97	231.465	0	0
L(w)	w	0.86	261.132	0	0
$$$	L	0.63	257.486	0	0
$$$	l=1	0.63	281.926	0	0
$$$	{	0.91	251.271	0	0
(G	i	0.52	282.657	0	0
(w	T	0.79	267.872	0	0
+	(G	0.54	309.832	0	0
(w	T	0.79	309.832	0	0
$$$	}	0.91	293.231	0	0
$$$	(10)	0.91	309.941	0	0
+	1	0.82	355.552	0	0
$$$	L	0.63	345.176	0	0
$$$	l=1	0.63	369.616	0	0
{	u	0.77	338.961	0	0
i	=	0.52	370.341	0	0
(w	T	0.79	355.552	0	0
+	N	0.77	401.152	0	0
i	=	0.53	415.931	0	0
(w	T	0.79	401.152	0	0
$$$	}	0.91	384.551	0	0
2	w	0.77	404.716	0	0
Note	that	0.97	438.705	0	0
3.3	Fingerprint	0.99	460.301	0	0
When	we	0.99	477.695	0	0
4	.	0.9	678.982	0	0
4	http://www.burtleburtle.net/bob/hash/doobs.html	0.68	697.933	0	0
$$$	96	0.99	727.223	0	0
Algorithm	2:	0.99	63.7414	0	0
x	x	0	0	0	0
INPUT:	x	0.82	79.8121	0	0
L	;	0.79	90.1512	0	0
f	{1,	0.72	117.161	0	0
L	;	0.75	112.291	0	0
f	w	0.68	128.121	0	0
f	h	0.68	128.911	0	0
f	;	0.79	128.121	0	0
l	>	0.75	161.991	0	0
l	1;	0.77	172.951	0	0
these	L	0.99	240.225	0	0
f	w	0.86	257.475	0	0
f	.	0.98	259.015	0	0
3.4	Algorithmic	0.99	329.891	0	0
3	H	0.98	355.615	0	0
J(w)	S	0.77	420.642	0	0
l=1	l	0.75	434.706	0	0
$$$	where	0.99	450.715	0	0
+	ij	0.92	448.045	0	0
i	,	0.9	454.265	0	0
j	)	0.86	454.265	0	0
a	otherwise	0.9	454.265	0	0
ij	equals	0.95	471.095	0	0
i	,	0.9	469.475	0	0
j	)	0.86	469.475	0	0
r	otherwise	0.92	469.475	0	0
l	=	0.9	483.165	0	0
1,l	.	0.94	483.165	0	0
u,l	,	0.9	483.165	0	0
u+1,l	.	0.94	483.165	0	0
N,l	].	0.94	483.165	0	0
l	l	0.77	498.165	0	0
l	l	0.81	498.165	0	0
+	and	0.97	490.975	0	0
J(w)	S	0.78	546.352	0	0
Clearly,	Equation	0.99	570.805	0	0
3	H	0.98	595.865	0	0
3	H	0.98	622.965	0	0
3	H	0.95	663.605	0	0
M	to	0.9	663.605	0	0
M	L	0.72	663.605	0	0
through	the	0.99	679.195	0	0
(x)	=	0.87	698.912	0	0
where	r	0.99	61.3351	0	0
l	R	0.86	65.0347	0	0
M	,	0.98	59.2947	0	0
M	L	0.86	72.8447	0	0
3	H	0.94	72.8447	0	0
5	that	0.98	86.4824	0	0
3	H	0.98	113.885	0	0
3	H.	0.98	140.985	0	0
J(W)	SSH	0.82	211.872	0	0
where	W	0.99	239.315	0	0
1	,	0.95	242.875	0	0
L	]	0.9	242.925	0	0
M	L	0.94	237.285	0	0
1	,	0.95	256.425	0	0
N	].	0.97	256.475	0	0
J(W)	SSH	0.83	296.182	0	0
where	S	0.99	326.125	0	0
+	=	0.9	322.044	0	0
+	X	0.86	324.085	0	0
T	and	0.95	324.085	0	0
T	.	0.99	324.085	0	0
3	H	0.9	405.385	0	0
(x)	=	0.87	430.662	0	0
where	R	0.99	454.425	0	0
l	=	0.9	458.125	0	0
l	)).	0.92	458.125	0	0
l	is	0.95	458.125	0	0
M	to	0.9	465.935	0	0
M	and	0.97	465.935	0	0
3	H	0.98	479.485	0	0
4	Experiments	1.09	533.124	0	0
x	x	0	0	0	0
We	use	0.99	555.645	0	0
3	H	0.97	661.995	0	0
5	The	0.79	697.933	0	0
$$$	97	0.99	727.223	0	0
24	32	0.21	133.03	0	0
$$$	Mean	0.22	121.396	0	0
$$$	Averaged	0.22	99.9505	0	0
Precision	(MAP)	0.22	78.7519	0	0
Number	of	0.22	140.131	0	0
S	3	0.16	80.2689	0	0
$$$	(a)	0.82	151.462	0	0
24	32	0.21	133.03	0	0
$$$	Mean	0.22	121.685	0	0
$$$	Averaged	0.22	100.239	0	0
Precision	(MAP)	0.22	79.0403	0	0
Number	of	0.22	140.131	0	0
S	3	0.16	80.8251	0	0
$$$	(b)	0.82	151.462	0	0
Figure	1:	0.91	175.111	1	FIGURE
We	use	0.99	233.375	0	0
i	,	0.9	304.675	0	0
j	)	0.9	304.675	0	0
$$$	exp(	0.99	317.705	0	0
$$$	x	0.72	311.844	0	0
i	x	0.63	316.481	0	0
j	2	0.79	316.481	0	0
2	takes	0.98	315.785	0	0
3	H,	0.95	356.435	0	0
1	and	0.86	362.025	0	0
2	in	0.98	375.575	0	0
3	H,	0.95	383.535	0	0
3	H	0.98	397.075	0	0
3	H	0.94	424.175	0	0
3	H	0.86	424.175	0	0
f	)	0.97	429.915	0	0
3	H	0.99	437.725	0	0
24	32	0.21	133.03	0	0
Precision	within	0.22	115.587	0	0
Hamming	radius	0.22	80.1528	0	0
Number	of	0.22	140.131	0	0
S	3	0.16	88.1379	0	0
$$$	(a)	0.82	151.462	0	0
24	32	0.21	133.03	0	0
Precision	within	0.22	115.875	0	0
Hamming	radius	0.22	80.4411	0	0
Number	of	0.22	140.131	0	0
S	3	0.16	90.7543	0	0
$$$	(b)	0.82	151.462	0	0
Figure	2:	0.91	175.111	1	FIGURE
tuitively,	a	0.99	229.885	0	0
4.1	20	0.99	307.691	0	0
20	Newsgroups	0.99	325.595	0	0
6	contains	0.99	323.652	0	0
3	H,	0.97	445.505	0	0
a	and	0.94	478.195	0	0
r	.	0.99	478.195	0	0
3	H,	0.98	567.705	0	0
3	H	0.9	608.355	0	0
3	H	0.86	608.355	0	0
f	)	0.97	614.085	0	0
3	H)	0.97	621.895	0	0
3	H.	0.95	635.445	0	0
3	H	0.86	648.995	0	0
f	ignores	0.98	654.735	0	0
6	http://www.cs.cmu.edu/afs/cs/project/theo-3/www/	0.68	697.933	0	0
$$$	98	0.99	727.223	0	0
x	x	0	0	0	0
$$$	S	0.18	97.4083	0	0
3	H	0.15	96.2426	0	0
3	H	0.14	101.249	0	0
f	SSH	0.21	104.524	0	0
-1	10	0.2	124.672	0	0
0	10	0.2	112.806	0	0
1	10	0.2	100.94	0	0
2	10	0.2	89.0537	0	0
3	10	0.2	77.1878	0	0
$$$	4	0.15	65.3221	0	0
Number	of	0.22	108.532	0	0
searched	data	0.22	82.3986	0	0
Number	of	0.37	140.111	0	0
x	x	0	0	0	0
$$$	S	0.18	96.6255	0	0
3	H	0.15	95.46	0	0
3	H	0.14	100.466	0	0
f	SSH	0.21	103.741	0	0
-1	10	0.2	123.477	0	0
0	10	0.2	110.684	0	0
1	10	0.2	97.8913	0	0
2	10	0.2	85.0983	0	0
3	10	0.2	72.3056	0	0
$$$	4	0.15	59.5128	0	0
Number	of	0.22	108.47	0	0
searched	data	0.22	82.3369	0	0
Number	of	0.37	140.131	0	0
Figure	3:	0.91	175.111	1	FIGURE
(global)	information	0.99	232.715	0	0
3	H	0.86	244.225	0	0
f	,	0.98	249.965	0	0
3	H	0.86	271.325	0	0
f	learns	0.98	277.065	0	0
3	H	0.98	311.975	0	0
3	H	0.99	339.075	0	0
3	H	0.98	449.125	0	0
3	H	0.98	504.985	0	0
3	H	0.92	559.185	0	0
3	H	0.99	559.185	0	0
3	H	0.98	655.685	0	0
3	H	0.97	682.785	0	0
x	x	0	0	0	0
intra-class	inter-class	0.91	60.7309	0	0
3	H	0.86	72.4859	0	0
3	H	0.77	84.8359	0	0
f	12.5754	0.89	89.9459	0	0
Table	1:	0.91	145.291	1	TABLE
10	20	0.42	275.859	0	0
10	1	0.36	246.854	0	0
10	2	0.36	228.602	0	0
10	3	0.36	210.35	0	0
Time	(sec.)	0.23	245.167	0	0
Feature	dimension	0.23	285.737	0	0
S	3	0.17	233.639	0	0
$$$	(a)	0.82	297.262	0	0
10	20	0.42	276.56	0	0
10	2	0.36	250.706	0	0
10	3	0.36	230.003	0	0
10	4	0.36	209.3	0	0
Space	(MB)	0.23	243.251	0	0
Feature	dimension	0.23	285.634	0	0
S	3	0.17	215.14	0	0
$$$	(b)	0.82	297.262	0	0
Figure	4:	0.91	320.911	1	FIGURE
the	dissimilar	0.99	378.775	0	0
3	H	0.98	431.715	0	0
3	H	0.98	472.355	0	0
4.2	Open	0.99	526.661	0	0
Open	Directory	0.99	545.605	0	0
7	is	0.98	543.652	0	0
8	at	0.99	584.302	0	0
x	x	0	0	0	0
7	http://rdf.dmoz.org/	0.68	675.803	0	0
8	The	0.8	686.973	0	0
$$$	99	0.99	727.223	0	0
1	10	0.22	134.854	0	0
$$$	0.01	0.22	112.75	0	0
$$$	0.02	0.22	95.3012	0	0
$$$	0.03	0.22	77.8321	0	0
$$$	0.04	0.22	60.3629	0	0
$$$	Percentage	0.56	85.5538	0	0
Class	size	0.43	140.236	0	0
0	20	0.22	135.142	0	0
$$$	Percentage	0.56	85.9247	0	0
Document	length	0.43	139.988	0	0
Figure	5:	0.91	175.111	1	FIGURE
intra-class	inter-class	0.91	212.971	0	0
3	H	0.86	224.716	0	0
3	H	0.77	237.076	0	0
f	14.3801	0.88	242.186	0	0
Table	2:	0.91	285.171	1	TABLE
feature	selection	0.99	355.515	0	0
9	.	0.98	353.562	0	0
a	,	0.95	413.265	0	0
r	.	0.98	413.265	0	0
3	H	0.99	448.315	0	0
3	H	0.92	517.105	0	0
3	H	0.86	517.105	0	0
f	have	0.98	522.835	0	0
3	H	0.98	544.205	0	0
3	H	0.98	584.845	0	0
3	H	0.96	640.085	0	0
x	x	0	0	0	0
9	We	0.81	665.053	0	0
24	32	0.22	134.133	0	0
$$$	Mean	0.23	123.453	0	0
$$$	Averaged	0.23	100.503	0	0
Precision	(MAP)	0.23	77.8212	0	0
Number	of	0.23	140.854	0	0
S	3	0.15	105.669	0	0
$$$	(a)	0.82	151.462	0	0
24	32	0.22	135.307	0	0
Precision	within	0.22	116.019	0	0
Hamming	radius	0.22	80.5854	0	0
Number	of	0.23	140.689	0	0
S	3	0.16	106.987	0	0
$$$	(b)	0.82	151.462	0	0
Figure	6:	0.91	175.111	1	FIGURE
strates	S	0.99	243.275	0	0
3	H	0.98	241.245	0	0
3	H	0.98	295.435	0	0
3	H	0.97	336.085	0	0
3	H	0.98	363.185	0	0
5	Conclusions	1.09	415.434	0	0
x	x	0	0	0	0
We	have	0.99	436.955	0	0
3	H)	0.96	448.465	0	0
3	H	0.99	462.015	0	0
3	H	0.97	583.955	0	0
6	Acknowledgements	1.09	622.654	0	0
x	x	0	0	0	0
We	thank	0.99	644.175	0	0
$$$	100	0.99	727.223	0	0
$$$	References	1.09	60.7043	0	0
Christopher	J.C.	0.91	80.7012	0	0
Moses	S.	0.91	129.301	0	0
Gianni	Costa,	0.91	189.861	0	0
Jeffrey	Dean	0.91	250.421	0	0
Richard	O.	0.91	299.021	0	0
George	Forman	0.91	347.631	0	0
Piotr	Indyk	0.91	396.231	0	0
Ian	Jolliffe.	0.91	468.741	0	0
Yan	Ke,	0.91	505.391	0	0
Brian	Kulis	0.91	565.951	0	0
Brian	Kulis,	0.91	626.511	0	0
Dong	C.	0.91	687.061	0	0
Mathematical	programming,	0.91	61.9812	0	0
Omid	Madani,	0.91	86.6412	0	0
Gurmeet	Singh	0.91	135.201	0	0
Christopher	D.	0.91	195.731	0	0
Yadong	Mu,	0.91	244.301	0	0
Ruslan	Salakhutdinov	0.91	304.821	0	0
Bernhard	Sch 	0.91	353.391	0	0
Lloyd	N.	0.91	413.911	0	0
Xiaojun	Wan,	0.91	450.521	0	0
Jun	Wang,	0.91	511.051	0	0
Jun	Wang,	0.91	583.521	0	0
Yair	Weiss,	0.91	644.051	0	0
$$$	101	0.99	727.223	0	0
