existing	0	0.03	0.03	0.76	0	0	0	453.848	238.878	34.3855	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
approaches.	0	0.03	0.03	0.76	0	0	0	467.871	89.009	51.7964	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
1	0	0.03	0.03	0.83	0	0	0	491.628	72.001	5.9776	0	0
Introduction	0	0.03	0.03	0.83	1	0	0	491.628	89.9338	64.8809	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
Truth-ﬁnding	0	0.03	0.03	0.76	1	0	0	514.202	72.001	58.4073	0	0
algorithms	0	0.03	0.03	0.76	0	0	0	514.202	137.532	46.6691	0	0
aim	0	0.03	0.03	0.76	0	0	0	514.202	191.336	16.3637	0	0
to	0	0.03	0.03	0.76	0	0	0	514.202	214.823	8.48728	0	0
separate	0	0.03	0.03	0.76	0	0	0	514.202	230.445	35.7273	0	0
true	0	0.03	0.03	0.76	0	0	0	514.202	273.307	16.9637	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
statements	0	0.04	0.04	0.76	0	0	0	528.225	72.001	46.0582	0	0
(facts)	0	0.04	0.04	0.76	0	0	0	528.225	122.303	27.7528	0	0
from	0	0.04	0.04	0.76	0	0	0	528.225	154.299	21.2073	0	0
false	0	0.04	0.04	0.76	0	0	0	528.225	179.739	20.4873	0	0
information.	0	0.04	0.04	0.76	0	0	0	528.225	204.47	54.24	0	0
More	0	0.04	0.04	0.76	1	0	0	528.225	266.641	23.6291	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
speciﬁcally,	0	0.04	0.04	0.76	0	1	0	542.249	72.001	51.7091	0	0
given	0	0.04	0.04	0.76	0	0	0	542.249	126.372	23.8037	0	0
a	0	0.04	0.04	0.76	0	0	0	542.249	152.816	4.84364	0	0
set	0	0.04	0.04	0.76	0	0	0	542.249	160.31	12.12	0	0
of	0	0.04	0.04	0.76	0	0	1	542.249	175.07	9.08728	0	0
statements	0	0.04	0.04	0.76	0	0	0	542.249	186.808	46.0582	0	0
whose	0	0.04	0.04	0.76	0	0	0	542.249	235.507	27.8728	0	0
truth-	0	0.04	0.04	0.76	0	0	0	542.249	266.03	24.24	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
fulness	0	0.04	0.04	0.76	0	0	0	556.272	72.001	30.9055	0	0
is	0	0.04	0.04	0.76	0	0	0	556.272	105.546	7.27637	0	0
unknown	0	0.04	0.04	0.76	0	0	0	556.272	115.474	40.3309	0	0
(fact	0	0.04	0.04	0.76	0	0	0	556.272	158.445	20.0009	0	0
candidates),	0	0.04	0.04	0.76	0	1	0	556.272	181.097	53.6234	0	0
the	0	0.04	0.04	0.76	0	0	0	556.272	237.382	13.3309	0	0
key	0	0.04	0.04	0.76	0	0	0	556.272	253.353	15.48	0	0
goal	0	0.04	0.04	0.76	0	0	0	556.272	271.484	18.7855	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
of	0	0.04	0.04	0.76	0	0	1	570.296	72.001	9.08728	0	0
truth-ﬁnding	0	0.04	0.04	0.76	0	0	0	570.296	83.4446	55.1564	0	0
algorithms	0	0.04	0.04	0.76	0	0	0	570.296	140.947	46.6691	0	0
is	0	0.04	0.04	0.76	0	0	0	570.296	189.972	7.27637	0	0
to	0	0.04	0.04	0.76	0	0	0	570.296	199.605	8.48728	0	0
generate	0	0.04	0.04	0.76	0	0	0	570.296	210.448	36.9382	0	0
a	0	0.04	0.04	0.76	0	0	0	570.296	249.743	4.84364	0	0
ranking	0	0.04	0.04	0.76	0	0	0	570.296	256.943	33.3273	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
such	0	0.04	0.04	0.76	0	0	0	584.319	72.001	19.9964	0	0
that	0	0.04	0.04	0.76	0	0	0	584.319	94.6156	16.3636	0	0
true	0	0.04	0.04	0.76	0	0	0	584.319	113.608	16.9637	0	0
statements	0	0.04	0.04	0.76	0	0	0	584.319	133.19	46.0582	0	0
are	0	0.04	0.04	0.76	0	0	0	584.319	181.867	13.32	0	0
ranked	0	0.04	0.04	0.76	0	0	0	584.319	197.816	29.5746	0	0
ahead	0	0.04	0.04	0.76	0	0	0	584.319	230.008	25.44	0	0
of	0	0.04	0.04	0.76	0	0	1	584.319	258.078	9.08728	0	0
false	0	0.04	0.04	0.76	0	0	0	584.319	269.783	20.4873	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
ones.	0	0.04	0.04	0.76	0	0	0	598.343	72.001	22.7237	0	0
Truth-ﬁnders	0	0.04	0.04	0.76	1	0	0	598.343	98.3901	57.1855	0	0
have	0	0.04	0.04	0.76	0	0	0	598.343	158.39	20.2146	0	0
the	0	0.04	0.04	0.76	0	0	0	598.343	181.43	13.3309	0	0
potential	0	0.04	0.04	0.76	0	0	0	598.343	197.576	38.1819	0	0
to	0	0.04	0.04	0.76	0	0	0	598.343	238.583	8.48728	0	0
address	0	0.04	0.04	0.76	0	0	0	598.343	249.885	32.7164	0	0
a	0	0.04	0.04	0.76	0	0	0	598.343	285.427	4.84364	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
major	0	0.04	0.04	0.76	0	0	0	612.366	72.001	25.4509	0	0
obstacle	0	0.04	0.04	0.76	0	0	0	612.366	99.6556	35.7491	0	0
on	0	0.04	0.04	0.76	0	0	0	612.366	137.619	10.9091	0	0
the	0	0.04	0.04	0.76	0	0	0	612.366	150.732	13.3309	0	0
Web:	0	0.04	0.04	0.76	1	0	0	612.366	166.277	22.7564	0	0
the	0	0.04	0.04	0.76	0	0	0	612.366	192.154	13.3309	0	0
problem	0	0.04	0.04	0.76	0	0	0	612.366	207.688	36.36	0	0
of	0	0.04	0.04	0.76	0	0	1	612.366	246.263	9.08728	0	0
sources	0	0.04	0.04	0.76	0	0	0	612.366	257.554	32.7164	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
spreading	0	0.04	0.04	0.76	0	0	0	626.39	72.001	42.4146	0	0
inaccurate	0	0.04	0.04	0.76	0	0	0	626.39	118.005	44.8255	0	0
and	0	0.04	0.04	0.76	0	0	1	626.39	166.419	15.7527	0	0
conﬂicting	0	0.04	0.04	0.76	0	0	0	626.39	185.772	46.6691	0	0
information.	0	0.04	0.04	0.76	0	0	0	626.39	236.03	54.24	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
This	0	0.04	0.04	0.76	1	0	0	640.413	72.001	19.3964	0	0
problem	0	0.04	0.04	0.76	0	0	0	640.413	94.201	36.36	0	0
continues	0	0.04	0.04	0.76	0	0	0	640.413	133.354	41.8146	0	0
to	0	0.04	0.04	0.76	0	0	0	640.413	177.972	8.48728	0	0
grow	0	0.04	0.04	0.76	0	0	0	640.413	189.263	22.1455	0	0
with	0	0.04	0.04	0.76	0	0	0	640.413	214.212	19.3855	0	0
the	0	0.04	0.04	0.76	0	0	0	640.413	236.401	13.3309	0	0
develop-	0	0.04	0.04	0.76	0	0	0	640.413	252.536	37.7346	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
ment	0	0.04	0.04	0.76	0	0	0	654.437	72.001	21.8182	0	0
of	0	0.04	0.04	0.76	0	0	1	654.437	96.7537	9.08728	0	0
tools	0	0.04	0.04	0.76	0	0	0	654.437	108.776	21.2182	0	0
for	0	0.04	0.04	0.76	0	0	0	654.437	132.939	12.72	0	0
easy	0	0.04	0.04	0.76	0	0	0	654.437	148.594	19.3855	0	0
Web	0	0.04	0.04	0.76	1	0	0	654.437	170.914	19.7237	0	0
authorship.	0	0.04	0.04	0.76	0	0	0	654.437	193.572	48.7855	0	0
Blogs,	0	0.04	0.04	0.76	1	1	0	654.437	246.372	28.1891	0	0
fo-	0	0.04	0.04	0.76	0	0	0	654.437	277.55	12.72	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
rums	0	0.05	0.05	0.76	0	0	0	668.46	72.001	21.8182	0	0
and	0	0.05	0.05	0.76	0	0	1	668.46	96.9719	15.7527	0	0
social	0	0.05	0.05	0.76	0	0	0	668.46	115.866	25.4509	0	0
networking	0	0.05	0.05	0.76	0	0	0	668.46	144.47	49.5819	0	0
websites	0	0.05	0.05	0.76	0	0	0	668.46	197.205	37.5709	0	0
are	0	0.05	0.05	0.76	0	0	0	668.46	237.918	13.32	0	0
not	0	0.05	0.05	0.76	0	0	0	668.46	254.39	13.9418	0	0
sub-	0	0.05	0.05	0.76	0	0	0	668.46	271.485	18.7855	0	0
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00
ject	0	0.05	0.05	0.76	0	0	0	682.483	72.001	15.7527	0	0
to	0	0.05	0.05	0.76	0	0	0	682.483	92.0519	8.48728	0	0
traditional	0	0.05	0.05	0.76	0	0	0	682.483	104.826	44.8473	0	0
journalistic	0	0.05	0.05	0.76	0	0	0	682.483	153.972	49.091	0	0
standards.	0	0.05	0.05	0.76	0	0	0	682.483	207.35	43.9309	0	0
