1	10	0	0.0	0.54	1	1	0
1	10	0	0.0	0.54	1	1	0
6008	(RN)	0	1.0	0.65	4	3	0
1	10	0	0.0	0.54	1	1	0
1	10	0	0.0	0.54	1	1	0
10%	10%	0	0.0	0.43	3	3	0
10%	10%	0	0.0	0.43	3	3	0
100%	10%	0	0.0	0.43	3	3	0
$$$	=0.989	0	0.0	0.54	5	3	0
=0.993	=0.999	0	0.4	0.54	3	3	0
=0.965	=0.997	0	0.0	0.54	3	3	0
ODF	COND	0	1.0	0.54	2	2	0
$$$	FOMD	0	1.0	0.54	5	2	0
$$$	=0.983	0	0.0	0.54	5	3	0
$$$	=0.976	0	0.0	0.54	5	3	0
100	=0.37	0	0.0	0.49	4	3	0
10	=0.93	0	0.0	0.49	1	3	0
10	=0.77	0	0.0	0.49	1	3	0
100	=0.16	0	0.0	0.5	4	3	0
xxx	0	0	0.0	0	0	0	0
Fig.	1.	4	0.0	0.8	0	1	0
xxx	0	0	0.0	0	0	0	0
at	least	2	0.0	1.0	4	4	0
III.	COMMUNITY	0	0.0	0.9	1	2	0
xxx	0	0	0.0	0	0	0	0
We	now	8	0.0	1.0	2	4	0
Let	G(V,	4	0.0	0.98	2	2	0
(A)	Based	3	0.22	0.97	1	2	0
(B)	Based	2	0.31	1.0	1	2	0
f	(S)	1	0.0	0.95	4	1	0
(C)	Combining	3	0.23	0.98	1	2	0
i.e.,	f	0	0.0	0.9	4	4	0
xxx	0	0	0.0	0	0	0	0
Note	that,	16	0.0	1.0	2	3	0
$$$	3	0	0.0	0.6	5	1	0
Note	that,	4	0.0	0.8	2	3	0
2013	IEEE/ACM	0	0.0	1.0	4	2	0
$$$	429	0	0.0	1.0	5	4	0
TABLE	IV.	1	0.0	0.68	0	1	0
xxx	0	0	0.0	0	0	0	0
Time-windows	EXPN	3	0.11	0.7	2	2	0
xxx	0	0	0.0	0	0	0	0
of	random	3	0.0	1.0	4	4	0
IV.	TIME	0	0.0	0.93	1	2	0
xxx	0	0	0.0	0	0	0	0
In	this	16	0.0	0.99	2	4	0
In(f	t	0	0.0	0.88	2	4	0
j	=i	0	0.0	0.7	4	3	0
w	t	0	0.0	0.85	4	4	0
where	w	1	0.0	0.81	4	4	0
citations	received	0	0.0	0.96	4	4	0
from	the	5	0.0	0.98	4	4	0
In	order	1	0.0	1.0	2	4	0
t+0	t+5	0	0.0	0.6	3	3	0
$$$	0.2	0	0.0	0.6	5	4	0
$$$	0.4	0	0.0	0.6	5	4	0
$$$	0.6	0	0.0	0.6	5	4	0
Years	(after	0	0.0	0.8	2	3	0
$$$	Avg.	0	0.0	0.8	5	2	0
$$$	citations	0	0.0	0.8	5	4	0
$$$	received	0	0.0	0.8	5	4	0
t+3	t+20	0	0.0	0.4	3	3	0
$$$	(a)	0	0.0	0.6	5	3	0
t+3	t+20	0	0.0	0.4	3	3	0
$$$	(b)	0	0.0	0.6	5	3	0
t+3	t+20	0	0.0	0.4	3	3	0
$$$	(c)	0	0.0	0.6	5	3	0
DB	AI	1	0.0	0.48	2	2	0
t+3	t+20	0	0.0	0.4	3	3	0
$$$	(d)	0	0.0	0.6	5	3	0
SEC	ML	0	0.0	0.48	2	2	0
xxx	0	0	0.0	0	0	0	0
Fig.	2.	1	0.0	0.8	0	1	0
xxx	0	0	0.0	0	0	0	0
accordingly.	For	22	0.0	1.0	4	2	0
V.	REASONS	0	0.0	0.95	1	2	0
In	this	4	0.0	1.0	2	4	0
2013	IEEE/ACM	0	0.0	1.0	4	2	0
$$$	430	0	0.0	1.0	5	4	0
1960	1965	1	0.0	0.72	4	4	0
$$$	0.5	0	0.0	0.72	5	4	0
1	1960	0	0.0	0.72	1	4	0
DB	ALGO	0	0.0	0.38	2	2	0
$$$	(c)	0	0.0	0.72	5	3	0
$$$	(b)	0	0.0	0.72	5	3	0
$$$	(d)	0	0.0	0.72	5	3	0
$$$	(a)	0	0.0	0.72	5	3	0
DB	ALGO	0	0.0	0.72	2	2	0
xxx	0	0	0.0	0	0	0	0
Fig.	3.	6	0.0	0.8	0	1	0
TABLE	V.	2	0.0	0.66	0	1	0
xxx	0	0	0.0	0	0	0	0
60-64	65-69	3	0.0	0.66	3	3	0
Cause	I:	0	0.0	1.0	2	2	0
In	this	14	0.0	0.99	2	4	0
Cause	II:	0	0.0	1.0	2	2	0
We	extract	2	0.0	1.0	2	4	0
$$$	4	0	0.0	0.6	5	1	0
Note	that,	1	0.0	0.8	2	3	0
xxx	0	0	0.0	0	0	0	0
of	papers	10	0.0	1.0	4	4	0
Cause	III:	0	0.0	1.0	2	2	0
The	impact	9	0.0	1.0	2	4	0
2013	IEEE/ACM	0	0.0	1.0	4	2	0
$$$	431	0	0.0	1.0	5	4	0
ting	shared	1	0.0	1.0	4	4	0
Cause	IV:	0	0.0	1.0	2	2	0
The	two	9	0.0	0.99	2	4	0
Inf	luence(p	0	0.0	0.9	2	3	0
pj	P	0	0.0	0.63	4	1	0
$$$	1	0	0.0	1.0	5	1	0
d	pj	0	0.0	0.9	4	4	0
where	P	0	0.0	0.9	4	1	0
is	the	0	0.0	0.97	4	4	0
within	the	2	0.0	0.97	4	4	0
We	extract	11	0.0	1.0	2	4	0
VI.	CORRELATION	0	0.0	0.96	1	2	0
It	could	5	0.0	0.99	2	4	0
5	http://www.nsf.gov/	0	0.0	0.7	1	3	0
xxx	0	0	0.0	0	0	0	0
inwardness	metric	3	0.0	1.0	4	4	0
=	s	0	0.0	1.0	3	4	0
n	(3)	0	0.0	1.0	4	3	0
where	s	11	0.0	1.0	4	4	0
It	is	5	0.0	0.99	2	4	0
and	lag(fund,	5	0.0	1.0	4	3	0
TABLE	VI.	1	0.0	0.67	0	1	0
xxx	0	0	0.0	0	0	0	0
NSF	Yrs	2	0.0	0.7	2	2	0
VII.	CONCLUSION	0	0.0	1.0	1	2	0
The	lack	1	0.0	1.0	2	4	0
$$$	6	0	0.0	0.6	5	1	0
lag(x,	y,	1	0.0	0.79	3	3	0
2013	IEEE/ACM	0	0.0	1.0	4	2	0
$$$	432	0	0.0	1.0	5	4	0
TABLE	VII.	1	0.0	0.69	0	1	0
xxx	0	0	0.0	0	0	0	0
Pairs	At	2	0.0	0.7	2	2	0
xxx	0	0	0.0	0	0	0	0
paper,	we	15	0.0	1.0	3	4	0
The	availability	11	0.0	1.0	2	4	0
new	dimension	2	0.0	1.0	4	4	0
$$$	REFERENCES	0	0.0	1.0	5	6	0
[1]	M.	34	0.0	0.8	3	1	0
2013	IEEE/ACM	0	0.0	1.0	4	2	0
$$$	433	0	0.0	1.0	5	4	0
