cS	nS	0.77	634.446	0	0
(B)	Based	1.0	657.788	0	0
|u:uS,|(u,v):vS|>dm|	ns	0.85	699.096	0	0
m	is	0.97	707.046	0	0
(C)	Combining	1.0	295.384	0	0
cS	mS	0.97	326.885	0	0
|u:uS,|(u,v)E:vS|<d(u)/2|	nS	0.99	359.015	0	0
3	to	0.99	522.829	0	0
x	x	0	0	0	0
3	Note	0.79	690.162	0	0
2013	IEEE/ACM	1.0	34.1025	0	0
$$$	429	1.0	750.703	0	0
TABLE	IV.	0.68	53.2154	1	TABLE
Time-windows	EXPN	0.7	87.5883	0	0
of	random	1.0	176.349	0	0
IV.	TIME	0.93	244.386	0	0
In	this	1.0	261.429	0	0
i	at	0.95	506.646	0	0
t	i	0.97	512.526	0	0
In(f	t	0.88	564.111	0	0
j	=i	0.8	578.286	0	0
where	w	1.0	597.065	0	0
t	ji	0.8	596.166	0	0
$$$	c	0.7	593.646	0	0
t	ji	0.56	590.949	0	0
t	i	0.75	601.149	0	0
t	ji	0.96	596.166	0	0
i	from	0.95	614.166	0	0
j	,	0.9	625.086	0	0
t	i	0.95	620.046	0	0
i	and	0.99	636.126	0	0
In	order	1.0	703.743	0	0
t+0	t+5	0.6	144.384	0	0
$$$	0.2	0.6	111.534	0	0
$$$	0.4	0.6	82.6011	0	0
$$$	0.6	0.6	53.6841	0	0
Years	(after	0.8	154.165	0	0
$$$	Avg.	0.8	121.965	0	0
$$$	citations	0.8	90.3973	0	0
$$$	received	0.8	57.9413	0	0
t+3	t+20	0.4	88.1191	0	0
$$$	(a)	0.6	61.6671	0	0
t+3	t+20	0.4	88.1191	0	0
$$$	(b)	0.6	60.7171	0	0
t+3	t+20	0.4	124.653	0	0
$$$	(c)	0.6	98.0342	0	0
DB	AI	0.48	166.865	0	0
t+3	t+20	0.4	124.319	0	0
$$$	(d)	0.6	98.9512	0	0
SEC	ML	0.48	173.865	0	0
Fig.	2.	0.8	193.856	1	FIGURE
accordingly.	For	1.0	233.229	0	0
V.	REASONS	0.95	631.61	0	0
In	this	1.0	649.03	0	0
2013	IEEE/ACM	1.0	34.1025	0	0
$$$	430	1.0	750.703	0	0
x	x	0	0	0	0
1960	1965	0.72	189.595	0	0
DB	ALGO	0.38	82.7293	0	0
$$$	(c)	0.72	132.379	0	0
$$$	(b)	0.72	104.943	0	0
$$$	(d)	0.72	170.476	0	0
$$$	(a)	0.72	57.9051	0	0
DB	ALGO	0.72	198.437	0	0
Fig.	3.	0.8	219.536	1	FIGURE
TABLE	V.	0.8	273.413	1	TABLE
OF	TOP	0.65	274.653	0	0
RANKS	OF	0.66	283.533	0	0
TREND-WINDOWS	ARE	0.64	283.533	0	0
60-64	65-69	0.66	298.73	0	0
Cause	I:	1.0	374.949	0	0
In	this	1.0	392.106	0	0
4	than	0.99	577.069	0	0
Cause	II:	1.0	646.865	0	0
We	extract	1.0	664.022	0	0
x	x	0	0	0	0
4	Note	0.79	717.042	0	0
of	papers	1.0	374.949	0	0
Cause	III:	1.0	554.702	0	0
The	impact	1.0	572.346	0	0
2013	IEEE/ACM	1.0	34.1025	0	0
$$$	431	1.0	750.703	0	0
x	x	0	0	0	0
ting	shared	1.0	57.1888	0	0
Cause	IV:	1.0	113.35	0	0
The	two	1.0	130.148	0	0
t	i	0.9	271.685	0	0
i	at	0.96	276.725	0	0
Inf	luence(p	0.9	302.996	0	0
pj	P	0.63	317.405	0	0
$$$	1	1.0	294.016	0	0
d	pj	0.9	309.837	0	0
where	P	1.0	331.99	0	0
t	is	0.97	331.085	0	0
i	within	0.98	336.125	0	0
i	,	0.92	347.165	0	0
pj	corresponds	0.97	358.085	0	0
j	.	0.85	369.005	0	0
We	extract	1.0	381.667	0	0
VI.	CORRELATION	0.96	602.218	0	0
It	could	1.0	618.91	0	0
5	.	0.99	672.469	0	0
5	http://www.nsf.gov/	0.7	726.042	0	0
inwardness	metric	1.0	57.1889	0	0
=	s	1.0	128.893	0	0
n	(3)	1.0	137.997	0	0
where	s	1.0	149.714	0	0
It	is	1.0	341.342	0	0
6	and	0.9	394.789	0	0
7	similarities	0.99	394.789	0	0
TABLE	VI.	0.67	546.176	1	TABLE
NSF	Yrs	0.7	580.429	0	0
VII.	CONCLUSION	1.0	670.63	0	0
The	lack	1.0	686.95	0	0
x	x	0	0	0	0
6	lag(x,	0.78	716.082	0	0
7	lead(x,	0.78	726.042	0	0
2013	IEEE/ACM	1.0	34.1025	0	0
$$$	432	1.0	750.703	0	0
TABLE	VII.	0.69	53.2154	1	TABLE
Pairs	At	0.7	94.1884	0	0
paper,	we	1.0	181.869	0	0
The	availability	1.0	528.412	0	0
new	dimension	1.0	57.1621	0	0
$$$	REFERENCES	1.0	113.682	0	0
x	x	0	0	0	0
[1]	M.	0.8	130.255	0	0
2013	IEEE/ACM	1.0	34.1025	0	0
$$$	433	1.0	750.703	0	0
